record_uid,lead_id,listing_id,lead_channel_key,buyer_intent,qualified_flag,lead_status,budget_band,lead_timestamp,_gold_created_at,_gold_schema_version
LEAD-PHY-0012312,LED-00012312,LST-0021377,1,Exploratory,true,qualified,1Cr-2Cr,2025-12-05T17:36:41.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012313,LED-00012313,LST-0039539,4,High,true,qualified,Under 50L,2025-08-25T17:16:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012314,LED-00012314,LST-0029290,4,Medium,true,negotiation,Under 50L,2026-05-19T13:18:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012315,LED-00012315,LST-0011364,2,Exploratory,false,new,1Cr-2Cr,2026-03-12T03:20:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012316,LED-00012316,LST-0032226,4,Medium,false,closed_unqualified,1Cr-2Cr,2026-06-11T18:35:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012317,LED-00012317,LST-0025275,4,Medium,false,contacted,1Cr-2Cr,2024-08-22T05:51:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012318,LED-00012318,LST-0000198,4,Exploratory,true,qualified,2Cr-5Cr,2025-05-24T06:01:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012319,LED-00012319,LST-0025005,4,High,false,contacted,2Cr-5Cr,2026-06-19T15:01:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012320,LED-00012320,LST-0026095,1,High,true,negotiation,Under 50L,2025-12-18T15:19:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012321,LED-00012321,LST-0010375,4,Medium,false,new,2Cr-5Cr,2026-05-20T13:04:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012322,LED-00012322,LST-0016730,4,Exploratory,true,site_visit,50L-1Cr,2026-01-15T16:04:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012323,LED-00012323,LST-0001645,2,High,false,closed_unqualified,2Cr-5Cr,2025-04-18T07:03:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012324,LED-00012324,LST-0039128,3,High,true,qualified,2Cr-5Cr,2024-05-29T17:32:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012325,LED-00012325,LST-0003405,1,Exploratory,true,site_visit,1Cr-2Cr,2025-08-30T02:16:06.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012326,LED-00012326,LST-0028011,3,Medium,true,qualified,1Cr-2Cr,2026-06-29T23:32:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012327,LED-00012327,LST-0034219,2,Exploratory,true,qualified,50L-1Cr,2026-03-01T03:38:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012328,LED-00012328,LST-0012597,4,Exploratory,false,new,50L-1Cr,2026-06-26T13:51:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012329,LED-00012329,LST-0013275,4,High,false,new,1Cr-2Cr,2026-01-20T21:20:14.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012330,LED-00012330,LST-0008116,1,Medium,false,new,50L-1Cr,2024-07-22T21:58:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012331,LED-00012331,LST-0005797,4,Medium,true,site_visit,2Cr-5Cr,2026-03-11T21:43:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012332,LED-00012332,LST-0025145,4,High,true,qualified,Under 50L,2026-01-05T23:03:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012333,LED-00012333,LST-0036102,4,Medium,false,new,50L-1Cr,2024-09-14T15:17:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012334,LED-00012334,LST-0033073,2,Medium,false,new,2Cr-5Cr,2025-02-04T18:53:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012335,LED-00012335,LST-0036007,4,High,false,new,1Cr-2Cr,2025-09-12T13:48:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012336,LED-00012336,LST-0012958,2,High,true,negotiation,50L-1Cr,2026-02-03T12:09:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012337,LED-00012337,LST-0002113,1,Exploratory,true,negotiation,1Cr-2Cr,2026-04-22T23:37:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012338,LED-00012338,LST-0025269,1,Medium,true,qualified,2Cr-5Cr,2024-11-05T13:54:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012339,LED-00012339,LST-0039010,4,Medium,true,qualified,Under 50L,2025-11-23T12:54:24.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012340,LED-00012340,LST-0031247,4,Exploratory,true,site_visit,Under 50L,2026-03-14T04:43:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012341,LED-00012341,LST-0032690,3,Exploratory,false,new,50L-1Cr,2024-10-19T15:14:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012342,LED-00012342,LST-0001915,2,Medium,false,new,5Cr+,2026-02-19T14:37:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012343,LED-00012343,LST-0014968,4,Exploratory,true,negotiation,1Cr-2Cr,2026-06-11T06:56:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012344,LED-00012344,LST-0026836,4,High,false,contacted,50L-1Cr,2024-02-12T10:40:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012345,LED-00012345,LST-0009980,3,Medium,false,new,1Cr-2Cr,2026-05-04T18:35:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012346,LED-00012346,LST-0006373,2,High,false,contacted,Under 50L,2025-01-03T18:45:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012347,LED-00012347,LST-0037873,4,Medium,false,contacted,Under 50L,2025-01-26T02:49:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012348,LED-00012348,LST-0026635,4,Exploratory,true,site_visit,5Cr+,2025-03-17T13:10:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012349,LED-00012349,LST-0033452,4,High,false,new,50L-1Cr,2025-03-21T14:54:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012350,LED-00012350,LST-0036495,1,High,false,contacted,1Cr-2Cr,2026-04-03T08:31:54.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012351,LED-00012351,LST-0011547,1,Medium,false,closed_unqualified,2Cr-5Cr,2025-03-22T14:45:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012352,LED-00012352,LST-0004397,4,High,false,new,1Cr-2Cr,2025-06-28T12:50:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012353,LED-00012353,LST-0000406,4,High,false,new,50L-1Cr,2026-01-15T01:10:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012354,LED-00012354,LST-0033697,4,Exploratory,true,qualified,50L-1Cr,2026-05-07T13:36:02.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012355,LED-00012355,LST-0020313,4,Exploratory,false,contacted,50L-1Cr,2026-03-28T10:43:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012356,LED-00012356,LST-0013139,4,Medium,false,contacted,50L-1Cr,2025-08-17T09:56:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012357,LED-00012357,LST-0010085,4,Medium,false,new,1Cr-2Cr,2026-03-17T19:14:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012358,LED-00012358,LST-0017197,1,High,true,qualified,1Cr-2Cr,2026-04-19T16:41:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012359,LED-00012359,LST-0003185,3,Exploratory,true,site_visit,50L-1Cr,2025-11-02T11:06:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012360,LED-00012360,LST-0001229,1,Medium,false,new,1Cr-2Cr,2025-10-29T21:25:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012361,LED-00012361,LST-0029812,6,Medium,false,new,5Cr+,2025-10-27T18:36:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012362,LED-00012362,LST-0008170,2,Exploratory,true,qualified,Under 50L,2026-01-29T07:06:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012363,LED-00012363,LST-0021206,2,Medium,false,new,50L-1Cr,2025-08-20T09:19:57.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012364,LED-00012364,LST-0032068,1,Medium,false,contacted,Under 50L,2026-02-22T05:13:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012365,LED-00012365,LST-0008357,2,Medium,false,contacted,1Cr-2Cr,2025-02-22T03:10:26.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012366,LED-00012366,LST-0037897,1,High,false,new,50L-1Cr,2024-05-20T22:53:11.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012367,LED-00012367,LST-0033029,3,Medium,false,new,50L-1Cr,2026-03-14T23:44:50.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012368,LED-00012368,LST-0039253,2,Medium,true,site_visit,1Cr-2Cr,2025-06-28T14:33:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012369,LED-00012369,LST-0004617,2,Medium,false,closed_unqualified,1Cr-2Cr,2025-11-25T06:26:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012370,LED-00012370,LST-0010000,4,Medium,true,site_visit,2Cr-5Cr,2025-07-01T14:09:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012371,LED-00012371,LST-0016128,4,Exploratory,false,closed_unqualified,50L-1Cr,2025-07-28T06:24:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012372,LED-00012372,LST-0020291,4,Medium,false,closed_unqualified,2Cr-5Cr,2025-11-30T13:18:40.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012373,LED-00012373,LST-0018588,6,High,false,new,50L-1Cr,2026-06-02T07:51:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012374,LED-00012374,LST-0025805,4,Medium,false,closed_unqualified,1Cr-2Cr,2026-02-24T08:05:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012375,LED-00012375,LST-0028940,4,Medium,true,qualified,50L-1Cr,2026-02-13T10:37:58.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012376,LED-00012376,LST-0033990,1,High,true,qualified,50L-1Cr,2024-06-17T20:56:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012377,LED-00012377,LST-0023913,2,Medium,true,qualified,1Cr-2Cr,2025-06-07T21:46:57.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012378,LED-00012378,LST-0015933,6,Medium,true,negotiation,2Cr-5Cr,2024-06-27T13:35:54.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012379,LED-00012379,LST-0008271,2,Medium,true,negotiation,2Cr-5Cr,2026-01-11T12:44:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012380,LED-00012380,LST-0004705,6,Medium,true,site_visit,1Cr-2Cr,2025-02-27T15:14:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012381,LED-00012381,LST-0012112,3,Exploratory,false,new,2Cr-5Cr,2025-04-05T16:37:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012382,LED-00012382,LST-0003710,6,Exploratory,false,new,2Cr-5Cr,2026-05-17T01:11:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012383,LED-00012383,LST-0013085,2,High,true,site_visit,1Cr-2Cr,2025-11-29T13:54:24.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012384,LED-00012384,LST-0001824,4,High,false,new,Under 50L,2026-05-20T06:49:56.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012385,LED-00012385,LST-0032168,3,Exploratory,true,negotiation,2Cr-5Cr,2025-12-14T06:03:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012386,LED-00012386,LST-0009593,3,Medium,false,closed_unqualified,1Cr-2Cr,2025-12-30T11:10:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012387,LED-00012387,LST-0026570,2,Exploratory,false,new,1Cr-2Cr,2025-05-29T06:58:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012388,LED-00012388,LST-0027442,1,High,true,qualified,1Cr-2Cr,2024-11-25T16:19:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012389,LED-00012389,LST-0002907,2,High,true,qualified,50L-1Cr,2024-07-21T05:49:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012390,LED-00012390,LST-0007015,4,Medium,false,closed_unqualified,1Cr-2Cr,2026-04-09T12:27:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012391,LED-00012391,LST-0008102,3,Medium,false,closed_unqualified,5Cr+,2024-11-18T18:50:08.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012392,LED-00012392,LST-0000159,4,High,false,contacted,2Cr-5Cr,2025-12-08T16:24:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012393,LED-00012393,LST-0028880,3,Medium,true,qualified,50L-1Cr,2025-12-28T22:46:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012394,LED-00012394,LST-0030474,2,High,false,closed_unqualified,2Cr-5Cr,2026-02-22T20:26:36.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012395,LED-00012395,LST-0012803,4,High,false,contacted,Under 50L,2024-09-29T07:19:13.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012396,LED-00012396,LST-0003757,4,Medium,true,qualified,1Cr-2Cr,2026-05-20T22:35:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012397,LED-00012397,LST-0010492,1,Medium,true,site_visit,1Cr-2Cr,2024-04-02T04:08:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012398,LED-00012398,LST-0035733,4,High,false,contacted,50L-1Cr,2026-04-09T14:29:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012399,LED-00012399,LST-0032071,1,Medium,true,qualified,1Cr-2Cr,2026-03-24T01:53:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012400,LED-00012400,LST-0015728,4,Medium,false,closed_unqualified,50L-1Cr,2026-03-11T13:53:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012401,LED-00012401,LST-0000925,2,High,false,closed_unqualified,2Cr-5Cr,2026-03-31T06:18:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012402,LED-00012402,LST-0008481,1,High,true,qualified,1Cr-2Cr,2024-12-01T02:36:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012403,LED-00012403,LST-0028598,4,Medium,false,contacted,2Cr-5Cr,2026-06-19T19:27:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012404,LED-00012404,LST-0012075,4,Exploratory,true,qualified,Under 50L,2025-12-05T14:57:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012405,LED-00012405,LST-0014203,4,Medium,true,negotiation,2Cr-5Cr,2026-04-11T10:47:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012406,LED-00012406,LST-0007568,4,High,true,site_visit,2Cr-5Cr,2025-11-19T16:27:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012407,LED-00012407,LST-0018771,4,Medium,true,qualified,2Cr-5Cr,2026-06-09T16:40:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012408,LED-00012408,LST-0027382,3,Exploratory,false,contacted,1Cr-2Cr,2026-05-27T20:25:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012409,LED-00012409,LST-0023807,3,Medium,false,new,50L-1Cr,2025-03-23T18:51:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012410,LED-00012410,LST-0003657,3,Medium,false,new,2Cr-5Cr,2025-01-11T02:20:26.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012411,LED-00012411,LST-0005603,4,High,false,closed_unqualified,1Cr-2Cr,2025-12-29T10:05:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012412,LED-00012412,LST-0021555,4,Exploratory,true,site_visit,50L-1Cr,2025-11-14T20:12:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012413,LED-00012413,LST-0025324,3,Exploratory,true,site_visit,1Cr-2Cr,2025-05-03T17:42:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012414,LED-00012414,LST-0023890,4,Medium,true,qualified,50L-1Cr,2026-06-04T20:09:38.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012415,LED-00012415,LST-0009739,4,High,true,negotiation,2Cr-5Cr,2026-01-31T19:47:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012416,LED-00012416,LST-0007383,6,Medium,true,qualified,Under 50L,2025-12-14T16:55:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012417,LED-00012417,LST-0027378,3,Medium,true,qualified,1Cr-2Cr,2024-11-08T07:58:41.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012418,LED-00012418,LST-0021390,1,Medium,true,qualified,5Cr+,2024-12-24T13:48:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012419,LED-00012419,LST-0007116,1,Exploratory,false,closed_unqualified,1Cr-2Cr,2025-09-19T21:56:01.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012420,LED-00012420,LST-0014993,4,Exploratory,false,new,50L-1Cr,2024-05-13T00:04:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012421,LED-00012421,LST-0000876,6,Medium,true,qualified,50L-1Cr,2026-04-03T11:33:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012422,LED-00012422,LST-0033722,6,High,false,new,50L-1Cr,2026-05-18T06:38:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012423,LED-00012423,LST-0001758,4,High,true,qualified,Under 50L,2025-07-11T17:14:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012424,LED-00012424,LST-0029278,3,High,false,new,2Cr-5Cr,2026-05-01T03:17:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012425,LED-00012425,LST-0029582,6,Medium,false,contacted,Under 50L,2026-06-20T23:27:01.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012426,LED-00012426,LST-0001074,4,Medium,false,contacted,2Cr-5Cr,2026-03-04T04:02:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012427,LED-00012427,LST-0015574,4,Exploratory,true,qualified,50L-1Cr,2025-12-17T12:43:47.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012429,LED-00012429,LST-0000531,3,High,false,new,50L-1Cr,2025-06-11T20:29:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012431,LED-00012431,LST-0038382,2,High,false,closed_unqualified,Under 50L,2026-06-12T16:09:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012432,LED-00012432,LST-0032180,1,Exploratory,true,qualified,Under 50L,2024-12-03T22:12:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012433,LED-00012433,LST-0036352,4,High,false,new,50L-1Cr,2025-09-26T00:38:17.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012434,LED-00012434,LST-0031207,1,High,false,contacted,Under 50L,2024-10-12T12:48:26.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012435,LED-00012435,LST-0037277,4,Medium,true,qualified,2Cr-5Cr,2026-06-25T15:43:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012436,LED-00012436,LST-0003322,4,Exploratory,true,qualified,50L-1Cr,2026-06-10T16:02:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012437,LED-00012437,LST-0027489,3,Medium,false,new,2Cr-5Cr,2026-05-30T21:29:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012438,LED-00012438,LST-0002716,4,Medium,false,new,50L-1Cr,2025-02-06T15:21:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012439,LED-00012439,LST-0014949,1,Medium,false,new,2Cr-5Cr,2026-05-02T11:33:42.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012440,LED-00012440,LST-0023949,1,Medium,false,new,1Cr-2Cr,2025-10-14T14:54:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012441,LED-00012441,LST-0001978,4,High,false,contacted,1Cr-2Cr,2026-04-12T08:01:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012442,LED-00012442,LST-0021071,4,High,false,contacted,2Cr-5Cr,2026-05-11T16:07:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012443,LED-00012443,LST-0031387,6,Medium,false,new,50L-1Cr,2026-01-16T19:32:08.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012444,LED-00012444,LST-0017842,1,High,true,site_visit,Under 50L,2025-01-04T03:03:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012445,LED-00012445,LST-0008255,1,Medium,false,new,5Cr+,2025-08-02T11:08:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012446,LED-00012446,LST-0034040,2,High,false,new,2Cr-5Cr,2025-09-02T04:33:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012447,LED-00012447,LST-0033301,1,Exploratory,false,closed_unqualified,Under 50L,2025-06-17T06:30:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012448,LED-00012448,LST-0013573,1,Medium,false,contacted,50L-1Cr,2025-10-05T10:17:26.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012449,LED-00012449,LST-0036021,4,Exploratory,false,closed_unqualified,50L-1Cr,2025-12-19T08:53:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012450,LED-00012450,LST-0013785,1,High,false,contacted,Under 50L,2026-05-31T06:54:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012451,LED-00012451,LST-0026188,6,Exploratory,false,closed_unqualified,Under 50L,2025-04-16T06:29:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012452,LED-00012452,LST-0011070,4,Medium,false,new,1Cr-2Cr,2026-05-25T21:03:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012453,LED-00012453,LST-0003487,6,Medium,true,site_visit,50L-1Cr,2024-09-27T02:15:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012454,LED-00012454,LST-0039837,4,Exploratory,false,new,2Cr-5Cr,2026-05-04T03:34:08.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012455,LED-00012455,LST-0039632,2,Exploratory,false,new,50L-1Cr,2024-10-31T03:39:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012456,LED-00012456,LST-0009403,2,Medium,true,negotiation,50L-1Cr,2026-06-27T14:24:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012457,LED-00012457,LST-0001922,6,Medium,false,new,2Cr-5Cr,2026-02-22T07:40:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012458,LED-00012458,LST-0009066,1,Medium,true,qualified,Under 50L,2025-04-03T00:33:20.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012459,LED-00012459,LST-0014544,4,High,false,new,2Cr-5Cr,2026-05-25T21:59:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012460,LED-00012460,LST-0009537,2,High,true,negotiation,2Cr-5Cr,2026-01-22T15:42:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0012461,LED-00012461,LST-0026057,3,Exploratory,true,site_visit,Under 50L,2025-11-07T13:23:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
