broker_id,agency_name,city,broker_tier,service_rating,onboarded_date,_gold_created_at,_gold_schema_version
BRK-0194,Propiq Synthetic Agency 194,Bengaluru,Verified,3.1,2022-10-30,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0195,Propiq Synthetic Agency 195,Pune,Premier,4.8,2022-11-18,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0196,Propiq Synthetic Agency 196,Chennai,Standard,4.5,2022-12-07,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0197,Propiq Synthetic Agency 197,Hyderabad,Verified,4.2,2022-12-26,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0198,Propiq Synthetic Agency 198,Bengaluru,Premier,3.9,2023-01-14,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0199,Propiq Synthetic Agency 199,Pune,Standard,3.6,2023-02-02,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0200,Propiq Synthetic Agency 200,Chennai,Verified,3.3,2023-02-21,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0201,Propiq Synthetic Agency 201,Hyderabad,Premier,3.0,2023-03-12,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0202,Propiq Synthetic Agency 202,Bengaluru,Standard,4.7,2023-03-31,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0203,Propiq Synthetic Agency 203,Pune,Verified,4.4,2023-04-19,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0204,Propiq Synthetic Agency 204,Chennai,Premier,4.1,2023-05-08,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0205,Propiq Synthetic Agency 205,Hyderabad,Standard,3.8,2023-05-27,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0206,Propiq Synthetic Agency 206,Bengaluru,Verified,3.5,2023-06-15,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0207,Propiq Synthetic Agency 207,Pune,Premier,3.2,2023-07-04,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0208,Propiq Synthetic Agency 208,Chennai,Standard,4.9,2023-07-23,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0209,Propiq Synthetic Agency 209,Hyderabad,Verified,4.6,2023-08-11,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0210,Propiq Synthetic Agency 210,Bengaluru,Premier,4.3,2023-08-30,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0211,Propiq Synthetic Agency 211,Pune,Standard,4.0,2023-09-18,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0212,Propiq Synthetic Agency 212,Chennai,Verified,3.7,2023-10-07,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0213,Propiq Synthetic Agency 213,Hyderabad,Premier,3.4,2023-10-26,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0214,Propiq Synthetic Agency 214,Bengaluru,Standard,3.1,2023-11-14,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0215,Propiq Synthetic Agency 215,Pune,Verified,4.8,2023-12-03,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0216,Propiq Synthetic Agency 216,Chennai,Premier,4.5,2023-12-22,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0217,Propiq Synthetic Agency 217,Hyderabad,Standard,4.2,2024-01-10,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0218,Propiq Synthetic Agency 218,Bengaluru,Verified,3.9,2024-01-29,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0219,Propiq Synthetic Agency 219,Pune,Premier,3.6,2024-02-17,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0220,Propiq Synthetic Agency 220,Chennai,Standard,3.3,2024-03-07,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0221,Propiq Synthetic Agency 221,Hyderabad,Verified,3.0,2024-03-26,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0222,Propiq Synthetic Agency 222,Bengaluru,Premier,4.7,2024-04-14,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0223,Propiq Synthetic Agency 223,Pune,Standard,4.4,2024-05-03,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0224,Propiq Synthetic Agency 224,Chennai,Verified,4.1,2024-05-22,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0225,Propiq Synthetic Agency 225,Hyderabad,Premier,3.8,2024-06-10,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0226,Propiq Synthetic Agency 226,Bengaluru,Standard,3.5,2024-06-29,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0227,Propiq Synthetic Agency 227,Pune,Verified,3.2,2024-07-18,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0228,Propiq Synthetic Agency 228,Chennai,Premier,4.9,2024-08-06,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0229,Propiq Synthetic Agency 229,Hyderabad,Standard,4.6,2024-08-25,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0230,Propiq Synthetic Agency 230,Bengaluru,Verified,4.3,2024-09-13,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0231,Propiq Synthetic Agency 231,Pune,Premier,4.0,2024-10-02,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0232,Propiq Synthetic Agency 232,Chennai,Standard,3.7,2024-10-21,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0233,Propiq Synthetic Agency 233,Hyderabad,Verified,3.4,2024-11-09,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0234,Propiq Synthetic Agency 234,Bengaluru,Premier,3.1,2024-11-28,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0235,Propiq Synthetic Agency 235,Pune,Standard,4.8,2024-12-17,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0236,Propiq Synthetic Agency 236,Chennai,Verified,4.5,2025-01-05,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0237,Propiq Synthetic Agency 237,Hyderabad,Premier,4.2,2025-01-24,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0238,Propiq Synthetic Agency 238,Bengaluru,Standard,3.9,2021-01-04,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0239,Propiq Synthetic Agency 239,Pune,Verified,3.6,2021-01-23,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0240,Propiq Synthetic Agency 240,Chennai,Premier,3.3,2021-02-11,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0241,Propiq Synthetic Agency 241,Hyderabad,Standard,3.0,2021-03-02,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0242,Propiq Synthetic Agency 242,Bengaluru,Verified,4.7,2021-03-21,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0243,Propiq Synthetic Agency 243,Pune,Premier,4.4,2021-04-09,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0244,Propiq Synthetic Agency 244,Chennai,Standard,4.1,2021-04-28,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0245,Propiq Synthetic Agency 245,Hyderabad,Verified,3.8,2021-05-17,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0246,Propiq Synthetic Agency 246,Bengaluru,Premier,3.5,2021-06-05,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0247,Propiq Synthetic Agency 247,Pune,Standard,3.2,2021-06-24,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0248,Propiq Synthetic Agency 248,Chennai,Verified,4.9,2021-07-13,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0249,Propiq Synthetic Agency 249,Hyderabad,Premier,4.6,2021-08-01,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0250,Propiq Synthetic Agency 250,Bengaluru,Standard,4.3,2021-08-20,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0251,Propiq Synthetic Agency 251,Pune,Verified,4.0,2021-09-08,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0252,Propiq Synthetic Agency 252,Chennai,Premier,3.7,2021-09-27,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0253,Propiq Synthetic Agency 253,Hyderabad,Standard,3.4,2021-10-16,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0254,Propiq Synthetic Agency 254,Bengaluru,Verified,3.1,2021-11-04,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0255,Propiq Synthetic Agency 255,Pune,Premier,4.8,2021-11-23,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0256,Propiq Synthetic Agency 256,Chennai,Standard,4.5,2021-12-12,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0257,Propiq Synthetic Agency 257,Hyderabad,Verified,4.2,2021-12-31,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0258,Propiq Synthetic Agency 258,Bengaluru,Premier,3.9,2022-01-19,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0259,Propiq Synthetic Agency 259,Pune,Standard,3.6,2022-02-07,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0260,Propiq Synthetic Agency 260,Chennai,Verified,3.3,2022-02-26,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0261,Propiq Synthetic Agency 261,Hyderabad,Premier,3.0,2022-03-17,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0262,Propiq Synthetic Agency 262,Bengaluru,Standard,4.7,2022-04-05,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0263,Propiq Synthetic Agency 263,Pune,Verified,4.4,2022-04-24,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0264,Propiq Synthetic Agency 264,Chennai,Premier,4.1,2022-05-13,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0265,Propiq Synthetic Agency 265,Hyderabad,Standard,3.8,2022-06-01,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0266,Propiq Synthetic Agency 266,Bengaluru,Verified,3.5,2022-06-20,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0267,Propiq Synthetic Agency 267,Pune,Premier,3.2,2022-07-09,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0268,Propiq Synthetic Agency 268,Chennai,Standard,4.9,2022-07-28,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0269,Propiq Synthetic Agency 269,Hyderabad,Verified,4.6,2022-08-16,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0270,Propiq Synthetic Agency 270,Bengaluru,Premier,4.3,2022-09-04,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0271,Propiq Synthetic Agency 271,Pune,Standard,4.0,2022-09-23,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0272,Propiq Synthetic Agency 272,Chennai,Verified,3.7,2022-10-12,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0273,Propiq Synthetic Agency 273,Hyderabad,Premier,3.4,2022-10-31,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0274,Propiq Synthetic Agency 274,Bengaluru,Standard,3.1,2022-11-19,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0275,Propiq Synthetic Agency 275,Pune,Verified,4.8,2022-12-08,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0276,Propiq Synthetic Agency 276,Chennai,Premier,4.5,2022-12-27,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0277,Propiq Synthetic Agency 277,Hyderabad,Standard,4.2,2023-01-15,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0278,Propiq Synthetic Agency 278,Bengaluru,Verified,3.9,2023-02-03,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0279,Propiq Synthetic Agency 279,Pune,Premier,3.6,2023-02-22,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0280,Propiq Synthetic Agency 280,Chennai,Standard,3.3,2023-03-13,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0281,Propiq Synthetic Agency 281,Hyderabad,Verified,3.0,2023-04-01,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0282,Propiq Synthetic Agency 282,Bengaluru,Premier,4.7,2023-04-20,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0283,Propiq Synthetic Agency 283,Pune,Standard,4.4,2023-05-09,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0284,Propiq Synthetic Agency 284,Chennai,Verified,4.1,2023-05-28,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0285,Propiq Synthetic Agency 285,Hyderabad,Premier,3.8,2023-06-16,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0286,Propiq Synthetic Agency 286,Bengaluru,Standard,3.5,2023-07-05,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0287,Propiq Synthetic Agency 287,Pune,Verified,3.2,2023-07-24,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0288,Propiq Synthetic Agency 288,Chennai,Premier,4.9,2023-08-12,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0289,Propiq Synthetic Agency 289,Hyderabad,Standard,4.6,2023-08-31,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0290,Propiq Synthetic Agency 290,Bengaluru,Verified,4.3,2023-09-19,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0291,Propiq Synthetic Agency 291,Pune,Premier,4.0,2023-10-08,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0292,Propiq Synthetic Agency 292,Chennai,Standard,3.7,2023-10-27,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0293,Propiq Synthetic Agency 293,Hyderabad,Verified,3.4,2023-11-15,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0294,Propiq Synthetic Agency 294,Bengaluru,Premier,3.1,2023-12-04,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0295,Propiq Synthetic Agency 295,Pune,Standard,4.8,2023-12-23,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0296,Propiq Synthetic Agency 296,Chennai,Verified,4.5,2024-01-11,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0297,Propiq Synthetic Agency 297,Hyderabad,Premier,4.2,2024-01-30,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0298,Propiq Synthetic Agency 298,Bengaluru,Standard,3.9,2024-02-18,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0299,Propiq Synthetic Agency 299,Pune,Verified,3.6,2024-03-08,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0300,Propiq Synthetic Agency 300,Chennai,Premier,3.3,2024-03-27,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0301,Propiq Synthetic Agency 301,Hyderabad,Standard,3.0,2024-04-15,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0302,Propiq Synthetic Agency 302,Bengaluru,Verified,4.7,2024-05-04,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0303,Propiq Synthetic Agency 303,Pune,Premier,4.4,2024-05-23,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0304,Propiq Synthetic Agency 304,Chennai,Standard,4.1,2024-06-11,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0305,Propiq Synthetic Agency 305,Hyderabad,Verified,3.8,2024-06-30,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0306,Propiq Synthetic Agency 306,Bengaluru,Premier,3.5,2024-07-19,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0307,Propiq Synthetic Agency 307,Pune,Standard,3.2,2024-08-07,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0308,Propiq Synthetic Agency 308,Chennai,Verified,4.9,2024-08-26,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0309,Propiq Synthetic Agency 309,Hyderabad,Premier,4.6,2024-09-14,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0310,Propiq Synthetic Agency 310,Bengaluru,Standard,4.3,2024-10-03,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0311,Propiq Synthetic Agency 311,Pune,Verified,4.0,2024-10-22,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0312,Propiq Synthetic Agency 312,Chennai,Premier,3.7,2024-11-10,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0313,Propiq Synthetic Agency 313,Hyderabad,Standard,3.4,2024-11-29,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0314,Propiq Synthetic Agency 314,Bengaluru,Verified,3.1,2024-12-18,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0315,Propiq Synthetic Agency 315,Pune,Premier,4.8,2025-01-06,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0316,Propiq Synthetic Agency 316,Chennai,Standard,4.5,2025-01-25,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0317,Propiq Synthetic Agency 317,Hyderabad,Verified,4.2,2021-01-05,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0318,Propiq Synthetic Agency 318,Bengaluru,Premier,3.9,2021-01-24,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0319,Propiq Synthetic Agency 319,Pune,Standard,3.6,2021-02-12,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
BRK-0320,Propiq Synthetic Agency 320,Chennai,Verified,3.3,2021-03-03,2026-09-17T07:56:51.424Z,propiq_gold_v1.0
