broker_id,agency_name,broker_tier,total_listings,active_listings,median_listing_price,avg_days_on_market,_gold_created_at,_gold_schema_version
BRK-0242,Propiq Synthetic Agency 242,Verified,174,85,14040299,468.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0086,Propiq Synthetic Agency 086,Verified,137,58,14592120,417.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0018,Propiq Synthetic Agency 018,Premier,145,72,13760333,510.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0231,Propiq Synthetic Agency 231,Premier,154,68,12718720,466.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0191,Propiq Synthetic Agency 191,Verified,179,88,12822350,436.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0244,Propiq Synthetic Agency 244,Standard,152,70,15243480,437.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0204,Propiq Synthetic Agency 204,Premier,193,79,13863855,421.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0034,Propiq Synthetic Agency 034,Standard,152,60,13868532,465.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0290,Propiq Synthetic Agency 290,Verified,151,73,14224704,476.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0118,Propiq Synthetic Agency 118,Standard,154,77,14747419,443.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0317,Propiq Synthetic Agency 317,Verified,174,89,12929672,471.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0238,Propiq Synthetic Agency 238,Standard,145,63,15337060,478.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0303,Propiq Synthetic Agency 303,Premier,152,81,14630273,472.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0133,Propiq Synthetic Agency 133,Standard,145,64,16164720,471.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0292,Propiq Synthetic Agency 292,Standard,161,72,14281482,413.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0042,Propiq Synthetic Agency 042,Premier,164,84,14846995,473.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0139,Propiq Synthetic Agency 139,Standard,167,71,16303976,448.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0288,Propiq Synthetic Agency 288,Premier,142,66,15037056,463.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0170,Propiq Synthetic Agency 170,Verified,172,81,16499587,462.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0176,Propiq Synthetic Agency 176,Verified,142,63,12917908,448.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0296,Propiq Synthetic Agency 296,Verified,168,74,14005943,404.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0156,Propiq Synthetic Agency 156,Premier,139,69,14035896,448.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0215,Propiq Synthetic Agency 215,Verified,144,62,13980120,456.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0254,Propiq Synthetic Agency 254,Verified,167,74,12829288,461.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0225,Propiq Synthetic Agency 225,Premier,148,73,15862093,438.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0135,Propiq Synthetic Agency 135,Premier,172,82,13891743,462.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0097,Propiq Synthetic Agency 097,Standard,155,78,14506911,466.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0154,Propiq Synthetic Agency 154,Standard,127,57,14119224,484.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0075,Propiq Synthetic Agency 075,Premier,167,68,15957003,432.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0217,Propiq Synthetic Agency 217,Standard,153,83,14777424,471.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0267,Propiq Synthetic Agency 267,Premier,163,94,16135350,470.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0256,Propiq Synthetic Agency 256,Standard,165,68,15045392,460.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0187,Propiq Synthetic Agency 187,Standard,158,78,14293282,445.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0306,Propiq Synthetic Agency 306,Premier,133,63,13407112,449.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0295,Propiq Synthetic Agency 295,Standard,151,64,13699719,437.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0308,Propiq Synthetic Agency 308,Verified,164,72,13618485,448.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0114,Propiq Synthetic Agency 114,Premier,144,70,14401980,472.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0271,Propiq Synthetic Agency 271,Standard,163,72,14398560,432.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0180,Propiq Synthetic Agency 180,Premier,150,66,15801640,460.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0032,Propiq Synthetic Agency 032,Verified,138,62,16846368,424.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0201,Propiq Synthetic Agency 201,Premier,148,63,14405910,423.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0240,Propiq Synthetic Agency 240,Premier,157,79,15258752,489.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0117,Propiq Synthetic Agency 117,Premier,162,80,13279860,433.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0080,Propiq Synthetic Agency 080,Verified,168,82,13480934,478.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0071,Propiq Synthetic Agency 071,Verified,174,97,12686049,457.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0216,Propiq Synthetic Agency 216,Premier,149,77,16374960,448.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0098,Propiq Synthetic Agency 098,Verified,168,82,16123349,443.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0061,Propiq Synthetic Agency 061,Standard,171,88,14253176,424.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0284,Propiq Synthetic Agency 284,Verified,174,83,14121114,454.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0081,Propiq Synthetic Agency 081,Premier,167,72,15903900,462.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0053,Propiq Synthetic Agency 053,Verified,145,67,14099896,422.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0313,Propiq Synthetic Agency 313,Standard,142,60,14316418,411.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0149,Propiq Synthetic Agency 149,Verified,144,81,15025839,453.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0257,Propiq Synthetic Agency 257,Verified,145,63,16519478,441.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0129,Propiq Synthetic Agency 129,Premier,152,63,15092688,442.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0247,Propiq Synthetic Agency 247,Standard,156,85,13939371,459.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0223,Propiq Synthetic Agency 223,Standard,130,56,14414400,401.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0035,Propiq Synthetic Agency 035,Verified,157,76,15010308,427.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0138,Propiq Synthetic Agency 138,Premier,136,67,14031341,486.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0073,Propiq Synthetic Agency 073,Standard,137,65,15707472,441.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0222,Propiq Synthetic Agency 222,Premier,147,78,16885566,447.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0063,Propiq Synthetic Agency 063,Premier,168,72,14457820,461.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0022,Propiq Synthetic Agency 022,Standard,157,68,14655088,415.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0125,Propiq Synthetic Agency 125,Verified,141,72,12650694,426.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0009,Propiq Synthetic Agency 009,Premier,149,57,15936760,410.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0033,Propiq Synthetic Agency 033,Premier,159,76,13141725,472.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0047,Propiq Synthetic Agency 047,Verified,142,69,16538368,439.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0054,Propiq Synthetic Agency 054,Premier,171,80,13607583,429.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0227,Propiq Synthetic Agency 227,Verified,162,77,12920722,464.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0134,Propiq Synthetic Agency 134,Verified,150,68,14954691,460.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0275,Propiq Synthetic Agency 275,Verified,149,67,13642024,444.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0112,Propiq Synthetic Agency 112,Standard,158,69,14674200,418.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0093,Propiq Synthetic Agency 093,Premier,180,93,14027035,424.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0115,Propiq Synthetic Agency 115,Standard,143,66,13582132,427.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0261,Propiq Synthetic Agency 261,Premier,153,73,13493678,423.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0010,Propiq Synthetic Agency 010,Standard,154,62,13996842,450.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0214,Propiq Synthetic Agency 214,Standard,147,70,14084156,468.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0001,Propiq Synthetic Agency 001,Standard,163,81,13592792,446.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0169,Propiq Synthetic Agency 169,Standard,149,61,13276896,433.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0246,Propiq Synthetic Agency 246,Premier,165,89,14772858,491.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0088,Propiq Synthetic Agency 088,Standard,130,64,15321040,439.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0239,Propiq Synthetic Agency 239,Verified,133,74,14119432,471.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0021,Propiq Synthetic Agency 021,Premier,147,76,14542804,465.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0120,Propiq Synthetic Agency 120,Premier,148,72,14154588,416.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0173,Propiq Synthetic Agency 173,Verified,151,78,13688634,445.3,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0058,Propiq Synthetic Agency 058,Standard,133,71,14479432,443.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0151,Propiq Synthetic Agency 151,Standard,153,79,14578037,432.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0108,Propiq Synthetic Agency 108,Premier,141,72,15293958,499.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0285,Propiq Synthetic Agency 285,Premier,146,75,14983004,487.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0152,Propiq Synthetic Agency 152,Verified,139,66,13487542,421.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0228,Propiq Synthetic Agency 228,Premier,159,74,13955165,462.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0237,Propiq Synthetic Agency 237,Premier,159,81,13139160,445.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0282,Propiq Synthetic Agency 282,Premier,154,69,14521890,402.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0252,Propiq Synthetic Agency 252,Premier,149,71,14145984,462.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0314,Propiq Synthetic Agency 314,Verified,150,61,14808885,441.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0182,Propiq Synthetic Agency 182,Verified,140,64,14486704,412.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0144,Propiq Synthetic Agency 144,Premier,162,79,15079365,499.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0158,Propiq Synthetic Agency 158,Verified,142,65,12758880,422.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0277,Propiq Synthetic Agency 277,Standard,175,83,14139216,473.0,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0030,Propiq Synthetic Agency 030,Premier,145,69,15252768,442.2,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0190,Propiq Synthetic Agency 190,Standard,145,65,15886632,428.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0195,Propiq Synthetic Agency 195,Premier,136,69,15437787,458.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0056,Propiq Synthetic Agency 056,Verified,141,64,13871628,450.8,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0209,Propiq Synthetic Agency 209,Verified,177,75,15862698,406.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0136,Propiq Synthetic Agency 136,Standard,156,70,13837075,468.9,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0235,Propiq Synthetic Agency 235,Standard,167,79,12904640,469.1,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0096,Propiq Synthetic Agency 096,Premier,150,71,14191535,435.5,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0221,Propiq Synthetic Agency 221,Verified,159,79,14145462,464.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0048,Propiq Synthetic Agency 048,Premier,136,62,11703560,448.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0150,Propiq Synthetic Agency 150,Premier,148,69,15997024,443.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0011,Propiq Synthetic Agency 011,Verified,148,67,14580808,435.6,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0153,Propiq Synthetic Agency 153,Premier,141,58,13662547,479.7,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
BRK-0197,Propiq Synthetic Agency 197,Verified,138,71,14093820,445.4,2026-09-17T08:19:36.395Z,propiq_gold_v1.0
