record_uid,listing_id,locality_id,broker_id,property_key,price_band_key,listing_status,asking_price_inr,built_up_area_sqft,price_per_sqft,calculated_price_per_sqft,price_per_sqft_variance,listing_created_date,completion_date,last_updated_timestamp,is_completed,is_chronology_valid,actual_days_on_market,days_since_last_update,days_on_market_status_aware,_gold_created_at,_gold_schema_version
LISTING-PHY-0011727,LST-0011727,LOC-080,BRK-0026,3,4,paused,24721470,1501,16470,16470,0,2025-11-08,,2026-01-28T00:03:10.000Z,false,,,191,313,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011730,LST-0011730,LOC-058,BRK-0317,3,2,paused,6215811,853,7287,7287,0,2024-04-13,,2024-05-25T08:32:17.000Z,false,,,804,887,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011734,LST-0011734,LOC-006,BRK-0224,3,1,active,4571700,700,6531,6531,0,2024-08-08,,2024-11-10T01:01:17.000Z,false,,,635,770,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011735,LST-0011735,LOC-077,BRK-0282,3,2,paused,5807033,1123,5171,5171,0,2025-10-20,,2025-12-01T17:28:08.000Z,false,,,249,332,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011741,LST-0011741,LOC-078,BRK-0056,6,3,active,16851639,1943,8673,8673,0,2025-06-04,,2025-09-23T19:16:09.000Z,false,,,318,470,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011746,LST-0011746,LOC-075,BRK-0251,3,3,paused,15174848,1403,10816,10816,0,2024-03-05,,2024-03-11T15:45:14.000Z,false,,,879,926,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011747,LST-0011747,LOC-023,BRK-0274,4,4,active,25895688,1988,13026,13026,0,2024-06-04,,2024-07-31T14:23:31.000Z,false,,,737,835,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011755,LST-0011755,LOC-053,BRK-0122,2,2,active,7810666,1543,5062,5062,0,2025-02-13,,2025-05-05T22:27:02.000Z,false,,,459,581,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011762,LST-0011762,LOC-035,BRK-0242,14,4,sold,24130830,2230,10821,10821,0,2025-01-19,2025-06-24,2025-02-14T07:27:27.000Z,true,true,156,539,156,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011766,LST-0011766,LOC-079,BRK-0145,1,3,sold,12841730,1210,10613,10613,0,2024-05-13,2024-10-23,2024-08-20T22:15:23.000Z,true,true,163,717,163,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011767,LST-0011767,LOC-072,BRK-0081,14,4,sold,21508416,1383,15552,15552,0,2025-12-17,2026-03-12,2026-05-11T21:52:13.000Z,true,true,85,88,85,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011772,LST-0011772,LOC-052,BRK-0083,3,4,rented,24484145,1379,17755,17755,0,2026-02-24,2026-06-30,2026-06-16T23:48:04.000Z,true,true,126,52,126,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011777,LST-0011777,LOC-003,BRK-0026,1,4,expired,22814283,1929,11827,11827,0,2024-07-22,,2024-07-23T06:56:32.000Z,false,,,745,787,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011782,LST-0011782,LOC-071,BRK-0078,4,4,active,34778744,3311,10504,10504,0,2025-04-06,,2025-06-14T09:15:24.000Z,false,,,419,529,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011790,LST-0011790,LOC-074,BRK-0029,3,2,sold,5837008,743,7856,7856,0,2024-10-19,2025-02-09,2025-01-22T17:02:14.000Z,true,true,113,562,113,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011797,LST-0011797,LOC-068,BRK-0266,3,4,active,28170137,1409,19993,19993,0,2025-11-17,,2026-02-24T11:09:31.000Z,false,,,164,304,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011801,LST-0011801,LOC-043,BRK-0278,3,3,active,17365937,1609,10793,10793,0,2024-08-29,,2024-10-19T11:36:38.000Z,false,,,657,749,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011802,LST-0011802,LOC-079,BRK-0116,3,4,rented,22541200,2068,10900,10900,0,2024-07-14,2024-11-03,2024-12-09T10:04:01.000Z,true,true,112,606,112,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011806,LST-0011806,LOC-013,BRK-0098,14,3,active,12795684,2596,4929,4929,0,2024-02-17,,2024-06-13T07:23:17.000Z,false,,,785,943,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011810,LST-0011810,LOC-043,BRK-0045,9,2,sold,7853973,607,12939,12939,0,2024-09-13,2024-11-30,2024-11-12T14:02:06.000Z,true,true,78,633,78,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011812,LST-0011812,LOC-022,BRK-0094,5,4,sold,20339500,2375,8564,8564,0,2025-01-08,2025-07-13,2025-04-06T20:43:21.000Z,true,true,186,488,186,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011815,LST-0011815,LOC-017,BRK-0162,2,2,active,8736336,1512,5778,5778,0,2025-05-17,,2025-05-24T07:21:21.000Z,false,,,440,488,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011816,LST-0011816,LOC-043,BRK-0141,2,3,active,15055026,1302,11563,11563,0,2024-08-16,,2024-11-19T17:07:25.000Z,false,,,626,762,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011825,LST-0011825,LOC-036,BRK-0217,8,2,active,9384000,460,20400,20400,0,2025-12-22,,2026-01-02T15:18:11.000Z,false,,,217,269,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011826,LST-0011826,LOC-037,BRK-0011,5,3,expired,13049718,2654,4917,4917,0,2025-06-06,,2025-07-16T22:45:13.000Z,false,,,387,468,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011830,LST-0011830,LOC-041,BRK-0292,2,2,active,8243820,1521,5420,5420,0,2025-03-12,,2025-05-27T15:32:03.000Z,false,,,437,554,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011831,LST-0011831,LOC-058,BRK-0110,2,3,active,11328993,1443,7851,7851,0,2024-12-04,,2025-01-25T03:08:39.000Z,false,,,559,652,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011833,LST-0011833,LOC-072,BRK-0126,5,5,active,53579785,2681,19985,19985,0,2026-01-11,,2026-01-25T05:57:38.000Z,false,,,194,249,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011835,LST-0011835,LOC-020,BRK-0302,9,2,expired,9794959,491,19949,19949,0,2024-12-26,,2025-02-12T18:25:58.000Z,false,,,541,630,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011836,LST-0011836,LOC-061,BRK-0049,4,3,active,11079243,2331,4753,4753,0,2025-11-19,,2025-11-22T23:22:10.000Z,false,,,258,302,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011842,LST-0011842,LOC-008,BRK-0101,2,4,rented,24273962,1514,16033,16033,0,2024-11-01,2025-06-07,2024-12-24T17:44:21.000Z,true,true,218,591,218,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011851,LST-0011851,LOC-023,BRK-0142,3,3,active,18014841,1391,12951,12951,0,2026-01-24,,2026-03-26T05:12:52.000Z,false,,,134,236,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011852,LST-0011852,LOC-013,BRK-0156,13,4,sold,21484320,3120,6886,6886,0,2024-01-31,2024-03-15,2024-02-15T21:13:33.000Z,true,true,44,904,44,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011857,LST-0011857,LOC-023,BRK-0125,1,4,rented,27911132,1811,15412,15412,0,2024-08-14,2025-02-11,2024-12-30T19:56:10.000Z,true,true,181,585,181,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011861,LST-0011861,LOC-001,BRK-0276,2,3,expired,11973556,2212,5413,5413,0,2025-03-21,,2025-03-24T04:51:14.000Z,false,,,501,545,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011871,LST-0011871,LOC-008,BRK-0072,1,3,sold,11584944,1134,10216,10216,0,2024-06-17,2024-06-27,2024-10-21T08:09:17.000Z,true,true,10,655,10,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011876,LST-0011876,LOC-040,BRK-0119,1,3,active,18293115,1101,16615,16615,0,2025-02-01,,2025-03-31T10:21:53.000Z,false,,,494,593,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011881,LST-0011881,LOC-011,BRK-0200,1,3,sold,13004950,1022,12725,12725,0,2025-12-29,2026-01-24,2026-03-12T18:00:11.000Z,true,true,26,148,26,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011886,LST-0011886,LOC-006,BRK-0135,4,3,expired,18445119,2499,7381,7381,0,2025-09-22,,2025-11-09T02:56:21.000Z,false,,,271,360,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011887,LST-0011887,LOC-006,BRK-0080,4,4,sold,23380013,3299,7087,7087,0,2024-01-10,2024-08-01,2024-05-27T20:18:17.000Z,true,true,204,802,204,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011896,LST-0011896,LOC-014,BRK-0174,2,3,sold,13683340,1681,8140,8140,0,2025-05-10,2025-10-26,2025-07-23T03:45:04.000Z,true,true,169,380,169,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011902,LST-0011902,LOC-049,BRK-0037,15,4,active,27229632,3833,7104,7104,0,2025-01-26,,2025-03-28T01:30:01.000Z,false,,,497,599,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011915,LST-0011915,LOC-026,BRK-0207,1,2,active,8439720,1060,7962,7962,0,2025-08-16,,2025-10-09T14:06:06.000Z,false,,,302,397,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011916,LST-0011916,LOC-052,BRK-0249,1,3,active,18261990,1195,15282,15282,0,2024-07-22,,2024-10-03T04:53:43.000Z,false,,,673,787,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011921,LST-0011921,LOC-044,BRK-0253,1,3,active,17546463,1269,13827,13827,0,2026-01-21,,2026-06-16T20:24:24.000Z,false,,,52,239,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011951,LST-0011951,LOC-059,BRK-0298,1,3,active,16211804,1358,11938,11938,0,2025-10-03,,2026-01-02T18:44:26.000Z,false,,,217,349,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011959,LST-0011959,LOC-011,BRK-0210,8,1,rented,4856259,489,9931,9931,0,2025-12-17,2026-01-09,2026-04-29T07:48:35.000Z,true,true,23,100,23,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011960,LST-0011960,LOC-057,BRK-0093,3,2,active,7550550,1410,5355,5355,0,2026-03-24,,2026-04-14T02:27:22.000Z,false,,,115,177,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011962,LST-0011962,LOC-028,BRK-0028,3,4,expired,28630206,1842,15543,15543,0,2025-05-10,,2025-07-19T12:59:18.000Z,false,,,384,495,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011966,LST-0011966,LOC-042,BRK-0108,2,3,active,11618925,1325,8769,8769,0,2025-04-03,,2025-07-31T11:59:31.000Z,false,,,372,532,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011971,LST-0011971,LOC-070,BRK-0068,3,3,active,12291700,1217,10100,10100,0,2024-07-24,,2024-09-27T19:00:00.000Z,false,,,679,785,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011982,LST-0011982,LOC-023,BRK-0016,3,4,active,24415680,1740,14032,14032,0,2025-10-13,,2025-11-01T03:58:32.000Z,false,,,279,339,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011986,LST-0011986,LOC-021,BRK-0136,5,3,expired,14167873,2693,5261,5261,0,2025-09-13,,2025-11-16T13:37:16.000Z,false,,,264,369,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011987,LST-0011987,LOC-028,BRK-0244,3,4,sold,26208000,1280,20475,20475,0,2025-10-14,2026-02-22,2026-01-10T09:45:37.000Z,true,true,131,209,131,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011996,LST-0011996,LOC-022,BRK-0221,3,3,expired,11845548,1521,7788,7788,0,2025-12-06,,2026-03-28T15:19:28.000Z,false,,,132,285,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0011997,LST-0011997,LOC-070,BRK-0145,14,4,sold,32705460,3930,8322,8322,0,2024-06-05,2024-08-29,2024-09-05T03:10:24.000Z,true,true,85,701,85,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012007,LST-0012007,LOC-068,BRK-0030,6,4,sold,45597576,2488,18327,18327,0,2024-05-04,2024-08-17,2024-07-01T03:09:23.000Z,true,true,105,767,105,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012011,LST-0012011,LOC-018,BRK-0286,2,3,expired,16295058,1678,9711,9711,0,2025-04-15,,2025-07-07T08:07:06.000Z,false,,,396,520,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012035,LST-0012035,LOC-046,BRK-0192,2,2,active,6505200,900,7228,7228,0,2025-10-02,,2026-01-16T09:20:51.000Z,false,,,203,350,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012036,LST-0012036,LOC-017,BRK-0248,3,3,paused,12774999,1779,7181,7181,0,2024-11-01,,2025-02-01T08:34:52.000Z,false,,,552,685,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012042,LST-0012042,LOC-046,BRK-0248,6,4,sold,22348116,2583,8652,8652,0,2024-07-29,2024-10-06,2024-07-29T14:15:28.000Z,true,true,69,739,69,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012055,LST-0012055,LOC-053,BRK-0251,2,2,active,8471751,1357,6243,6243,0,2024-12-23,,2025-02-09T17:55:51.000Z,false,,,544,633,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012065,LST-0012065,LOC-046,BRK-0088,2,2,active,9463080,1474,6420,6420,0,2025-11-16,,2026-02-28T03:50:36.000Z,false,,,160,305,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012066,LST-0012066,LOC-025,BRK-0274,3,3,active,13452152,2152,6251,6251,0,2024-07-30,,2024-12-25T18:08:33.000Z,false,,,590,779,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012067,LST-0012067,LOC-012,BRK-0061,14,4,active,37033995,2263,16365,16365,0,2026-02-15,,2026-03-27T10:10:41.000Z,false,,,133,214,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012076,LST-0012076,LOC-074,BRK-0161,2,3,expired,11209092,1374,8158,8158,0,2024-04-02,,2024-05-17T15:46:26.000Z,false,,,812,898,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012081,LST-0012081,LOC-023,BRK-0089,2,3,sold,15835379,1631,9709,9709,0,2024-07-24,2024-08-25,2024-08-05T06:50:11.000Z,true,true,32,732,32,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012084,LST-0012084,LOC-041,BRK-0159,3,1,expired,4726158,1047,4514,4514,0,2025-05-12,,2025-08-09T06:32:59.000Z,false,,,363,493,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012085,LST-0012085,LOC-001,BRK-0300,2,2,paused,6258600,1098,5700,5700,0,2025-07-03,,2025-09-21T22:59:31.000Z,false,,,320,441,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012086,LST-0012086,LOC-079,BRK-0212,2,3,active,15873498,1294,12267,12267,0,2024-08-04,,2024-10-06T03:07:38.000Z,false,,,670,774,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012091,LST-0012091,LOC-010,BRK-0258,2,3,active,10139780,1340,7567,7567,0,2024-01-10,,2024-01-20T01:48:50.000Z,false,,,930,981,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012096,LST-0012096,LOC-047,BRK-0195,13,3,paused,17815616,1862,9568,9568,0,2025-03-16,,2025-07-06T17:44:37.000Z,false,,,397,550,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012101,LST-0012101,LOC-066,BRK-0082,3,3,active,10535195,1147,9185,9185,0,2024-10-10,,2025-01-17T09:02:38.000Z,false,,,567,707,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012104,LST-0012104,LOC-073,BRK-0013,2,1,sold,4355712,912,4776,4776,0,2024-05-24,2024-12-29,2024-09-08T23:08:10.000Z,true,true,219,698,219,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012105,LST-0012105,LOC-029,BRK-0044,3,2,active,6585856,1354,4864,4864,0,2025-07-22,,2025-11-20T06:27:01.000Z,false,,,260,422,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012116,LST-0012116,LOC-004,BRK-0309,15,3,active,18308138,1522,12029,12029,0,2026-01-27,,2026-05-08T03:47:10.000Z,false,,,91,233,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012117,LST-0012117,LOC-059,BRK-0143,1,4,paused,22958237,1789,12833,12833,0,2025-02-10,,2025-05-29T10:59:20.000Z,false,,,435,584,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012122,LST-0012122,LOC-028,BRK-0308,2,4,expired,25548962,1286,19867,19867,0,2025-09-23,,2025-12-05T06:07:06.000Z,false,,,245,359,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012126,LST-0012126,LOC-049,BRK-0182,1,3,active,10800810,1835,5886,5886,0,2024-07-29,,2024-11-11T14:23:53.000Z,false,,,634,780,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012136,LST-0012136,LOC-057,BRK-0157,4,3,active,10450077,1727,6051,6051,0,2026-01-29,,2026-04-24T20:08:31.000Z,false,,,105,231,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012141,LST-0012141,LOC-075,BRK-0209,3,3,expired,18363996,1701,10796,10796,0,2025-06-14,,2025-10-20T08:35:44.000Z,false,,,291,460,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012146,LST-0012146,LOC-011,BRK-0093,15,3,active,12469204,1166,10694,10694,0,2026-01-27,,2026-03-20T07:45:21.000Z,false,,,140,233,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012150,LST-0012150,LOC-035,BRK-0319,2,2,active,9526572,726,13122,13122,0,2025-06-03,,2025-06-25T13:20:12.000Z,false,,,408,471,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012152,LST-0012152,LOC-059,BRK-0070,6,4,paused,24029250,2786,8625,8625,0,2024-08-01,,2024-11-26T15:43:19.000Z,false,,,619,777,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012162,LST-0012162,LOC-040,BRK-0277,3,4,paused,31803010,1822,17455,17455,0,2025-01-31,,2025-05-25T01:20:12.000Z,false,,,439,594,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012166,LST-0012166,LOC-080,BRK-0017,2,3,sold,18689833,1237,15109,15109,0,2024-02-20,2024-05-11,2024-06-22T11:53:52.000Z,true,true,81,776,81,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012171,LST-0012171,LOC-032,BRK-0022,2,3,sold,19265184,1359,14176,14176,0,2025-02-27,2025-06-08,2025-05-08T07:21:19.000Z,true,true,101,456,101,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012181,LST-0012181,LOC-063,BRK-0150,2,3,rented,14937230,1463,10210,10210,0,2025-01-23,2025-05-27,2025-02-21T03:49:19.000Z,true,true,124,532,124,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012186,LST-0012186,LOC-074,BRK-0295,3,3,sold,13557964,1652,8207,8207,0,2024-10-29,2024-12-08,2025-02-02T14:44:47.000Z,true,true,40,551,40,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012191,LST-0012191,LOC-014,BRK-0092,2,3,active,14537970,1467,9910,9910,0,2025-11-25,,2025-12-28T17:40:47.000Z,false,,,222,296,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012192,LST-0012192,LOC-075,BRK-0279,2,4,expired,20194758,1539,13122,13122,0,2024-07-16,,2024-10-23T18:26:35.000Z,false,,,653,793,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012197,LST-0012197,LOC-028,BRK-0014,3,4,sold,21212928,1188,17856,17856,0,2026-02-01,2026-06-14,2026-05-16T00:36:44.000Z,true,true,133,83,133,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012206,LST-0012206,LOC-060,BRK-0242,2,3,withdrawn,12618603,677,18639,18639,0,2024-02-07,,2024-03-24T11:16:21.000Z,false,,,866,953,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012207,LST-0012207,LOC-040,BRK-0221,1,4,active,29557710,1638,18045,18045,0,2024-04-01,,2024-08-26T07:14:14.000Z,false,,,711,899,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012216,LST-0012216,LOC-033,BRK-0221,3,3,expired,10108140,1722,5870,5870,0,2024-01-07,,2024-03-08T04:20:40.000Z,false,,,882,984,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012221,LST-0012221,LOC-039,BRK-0024,3,3,sold,15957788,1379,11572,11572,0,2024-03-19,2024-07-24,2024-06-03T10:17:58.000Z,true,true,127,795,127,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012231,LST-0012231,LOC-078,BRK-0181,2,3,active,11966958,1466,8163,8163,0,2026-02-07,,2026-03-23T08:25:49.000Z,false,,,137,222,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012240,LST-0012240,LOC-063,BRK-0135,9,2,expired,5554260,590,9414,9414,0,2025-09-24,,2026-01-12T11:19:10.000Z,false,,,207,358,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012262,LST-0012262,LOC-032,BRK-0263,2,4,sold,26190390,1605,16318,16318,0,2025-08-11,2026-01-23,2025-10-14T10:51:00.000Z,true,true,165,297,165,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012265,LST-0012265,LOC-021,BRK-0128,2,2,rented,9577710,1867,5130,5130,0,2025-03-06,2025-07-16,2025-05-20T09:20:06.000Z,true,true,132,444,132,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012267,LST-0012267,LOC-074,BRK-0261,15,4,active,46815780,5340,8767,8767,0,2025-02-24,,2025-03-14T00:53:18.000Z,false,,,511,570,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012275,LST-0012275,LOC-078,BRK-0047,5,2,active,6997098,1137,6154,6154,0,2024-02-06,,2024-05-06T07:34:22.000Z,false,,,823,954,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012290,LST-0012290,LOC-061,BRK-0100,3,2,rented,8900280,1620,5494,5494,0,2026-03-02,2026-05-01,2026-03-18T13:13:23.000Z,true,true,60,142,60,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012291,LST-0012291,LOC-043,BRK-0095,3,3,active,10759446,1242,8663,8663,0,2026-03-16,,2026-05-29T19:52:41.000Z,false,,,70,185,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012298,LST-0012298,LOC-068,BRK-0191,13,5,active,62094802,2611,23782,23782,0,2025-02-22,,2025-03-13T00:55:11.000Z,false,,,512,572,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012300,LST-0012300,LOC-025,BRK-0124,1,2,active,8690436,1206,7206,7206,0,2026-03-19,,2026-06-18T03:45:07.000Z,false,,,50,182,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012315,LST-0012315,LOC-061,BRK-0004,2,2,active,6850038,1378,4971,4971,0,2025-12-22,,2026-03-23T02:30:37.000Z,false,,,137,269,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012317,LST-0012317,LOC-024,BRK-0320,2,4,rented,27882339,1657,16827,16827,0,2024-01-02,2024-05-14,2024-05-12T08:25:54.000Z,true,true,133,817,133,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012325,LST-0012325,LOC-038,BRK-0243,2,2,rented,5117688,1032,4959,4959,0,2026-01-23,2026-02-11,2026-03-21T09:31:04.000Z,true,true,19,139,19,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012326,LST-0012326,LOC-065,BRK-0277,3,3,active,12443985,1635,7611,7611,0,2025-05-07,,2025-08-11T16:45:12.000Z,false,,,361,498,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012339,LST-0012339,LOC-029,BRK-0248,8,1,active,4392765,585,7509,7509,0,2025-07-24,,2025-10-07T17:59:15.000Z,false,,,304,420,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012341,LST-0012341,LOC-040,BRK-0014,8,3,active,12763022,646,19757,19757,0,2024-07-17,,2024-11-09T00:51:56.000Z,false,,,636,792,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012350,LST-0012350,LOC-077,BRK-0005,1,2,paused,8608817,1241,6937,6937,0,2024-10-24,,2024-12-11T07:08:52.000Z,false,,,604,693,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012360,LST-0012360,LOC-018,BRK-0138,2,2,paused,8116752,1218,6664,6664,0,2024-05-01,,2024-06-15T05:35:50.000Z,false,,,783,869,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012366,LST-0012366,LOC-035,BRK-0172,3,3,active,10433916,981,10636,10636,0,2024-01-02,,2024-04-26T07:16:42.000Z,false,,,833,989,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
LISTING-PHY-0012367,LST-0012367,LOC-079,BRK-0209,3,4,active,20100592,1592,12626,12626,0,2024-04-28,,2024-05-29T22:44:10.000Z,false,,,800,872,2026-09-17T07:59:25.037Z,propiq_gold_v1.0
